tc_sheet,tc_id,uc_id,ucs_id,use_case,scenario,test_case_title,test_case_description,validation_methodology,success_criteria,primary_kpi,threshold,measurement_method,detection_source,simulation_input,expected_signal,tool_script_ref,pre_req_setup,moat_classification,differentiation_tier,products,product_addon,execution_complexity,est_pov_duration,status
Cloud,TC-WAAS-03,UC-WAAS,UCS-WAAS-03,Web API & Application Security,Threat Detection,Validate Web Application Threat Detection — OWASP Top 10 web attacks detected with accurate classification,"Replays SQL injection, XSS, SSRF and command-injection payloads through the connector against a live application, confirming correct OWASP classification in prevention mode while a parallel stream of legitimate traffic passes untouched, so the buyer sees blocking efficacy and false-positive cost measured in the same run.",Web Application Threat Detection,"OWASP Top 10 web attacks detected with accurate classification; SQL injection, XSS, SSRF, and command injection blocked in prevention mode; detection doesn't impact legitimate application traffic",MTTD,Qualitative pass,Inspect Cortex Cloud dashboard / query /api endpoint for web application threat detection; compare to expected baseline,Cortex Cloud Runtime Alerts + /api/v1/alerts,"Execute container/K8s attack (shell spawn, crypto-miner, reverse shell) via attack simulation (e.g., Stratus)",OWASP Top 10 web attacks detected with accurate classification,pov-scripts/cloud/waas/tc-waas-03.md,"TBD — confirm tenant state, agent version, Broker VM config",Table Stakes,MOAT,Cortex Cloud,,Medium,1–4hr,Active
Cloud,TC-WAAS-04,UC-WAAS,UCS-WAAS-04,Web API & Application Security,Threat Detection via XDR Agent,Validate Agent-Based Threat Detection (Runtime) — Cortex Agent detects web application attacks at runtime (in-process),"Drives web attacks that a network-tier WAF cannot see — TLS-terminated payloads and application-logic abuse — and confirms the agent detects them in-process, enriching each finding with the spawned process, file writes and command line, which is the forensic depth no traffic-inspection-only appliance can produce.",Agent-Based Threat Detection (Runtime),"Cortex Agent detects web application attacks at runtime (in-process); detection covers attacks that bypass WAF (encrypted payloads, application-logic abuse); runtime context enriches findings with process and file-level detail",MTTD,Qualitative pass,Inspect Cortex Cloud dashboard / query /api endpoint for agent-based threat detection (runtime); compare to expected baseline,Cortex Cloud Runtime Alerts + /api/v1/alerts,"Execute container/K8s attack (shell spawn, crypto-miner, reverse shell) via attack simulation (e.g., Stratus)",Cortex Agent detects web application attacks at runtime (in-process),pov-scripts/cloud/waas/tc-waas-04.md,"TBD — confirm tenant state, agent version, Broker VM config",Cloud-Native,MOAT,Cortex Cloud,,Medium,1–4hr,Active
Cloud,TC-WAAS-05,UC-WAAS,UCS-WAAS-05,Web API & Application Security,Threat Protection via XDR Agent,Validate Agent-Based Threat Protection — protection doesn't require signature updates for zero-day exploits,"Executes an unpatched, signature-less exploit against a protected application and confirms the agent blocks it in real time on behavioral grounds alone, while benchmarking request latency and CPU to hold the measured application overhead under 5% — proving zero-day protection without a content-update dependency.",Agent-Based Threat Protection,Cortex Agent prevents web application exploitation in real-time; protection doesn't require signature updates for zero-day exploits; performance overhead <5% on protected application,MTTD,<5%,Inspect Cortex Cloud dashboard / query /api endpoint for agent-based threat protection; compare to expected baseline,Cortex Cloud Posture Dashboard + REST API,Deploy test API with exposed endpoints + known OWASP API Top-10 vulnerabilities,Cortex Agent prevents web application exploitation in real-time,pov-scripts/cloud/waas/tc-waas-05.md,"TBD — confirm tenant state, agent version, Broker VM config",Table Stakes,MOAT,Cortex Cloud,,Medium,1–4hr,Active
Cloud,TC-IACS-01,UC-IACS,UCS-IACS-01,Infrastructure-as-Code Scanning,IaC misconfigurations,"Validate IaC Misconfiguration Detection — Known misconfigurations detected across Terraform, CloudFormation, Pulumi, ARM, and Kubernetes manifests","Commits deliberately misconfigured Terraform, CloudFormation, Pulumi, ARM and Kubernetes manifests, then confirms each finding lands with the offending line number and its CIS/custom policy mapping and that the pipeline gate fails the build on Critical — moving infrastructure risk from post-deploy discovery to pre-merge prevention.",IaC Misconfiguration Detection,"Known misconfigurations detected across Terraform, CloudFormation, Pulumi, ARM, and Kubernetes manifests; findings include CIS/custom policy mapping with specific line-number location; CI/CD integration blocks builds on Critical findings",MTTD,Qualitative pass,Inspect Cortex Cloud dashboard / query /api endpoint for iac misconfiguration detection; compare to expected baseline,Cortex Cloud Runtime Alerts + /api/v1/alerts,"Execute container/K8s attack (shell spawn, crypto-miner, reverse shell) via attack simulation (e.g., Stratus)","Known misconfigurations detected across Terraform, CloudFormation, Pulumi, ARM, and Kubernetes manifests",pov-scripts/cloud/iacs/tc-iacs-01.md,"TBD — confirm tenant state, agent version, Broker VM config",Cloud-Native,MOAT,Cortex Cloud,,Medium,1–4hr,Active
Cloud,TC-IACS-02,UC-IACS,UCS-IACS-02,Infrastructure-as-Code Scanning,Technologies,"Validate support for a diverse set of IaC frameworks including Terraform (and modules), Kubernetes, Helm, Dockerfile, etc.","Scans a repository mixing Terraform modules, Kubernetes manifests, Helm charts and Dockerfiles to confirm framework detection is automatic and each gets its framework-specific policy set, with results normalized into one risk view instead of four disconnected scanner outputs to reconcile by hand.",IaC Technology Coverage,Scanning supports all target IaC frameworks with framework-specific policy sets; framework detection automatic (no manual configuration); results normalized across frameworks for unified risk view,Coverage %,Qualitative pass,Inspect Cortex Cloud dashboard / query /api endpoint for iac technology coverage; compare to expected baseline,Cortex Cloud Posture Dashboard + REST API,Deploy test fixture representing Technologies,Scanning supports all target IaC frameworks with framework-specific policy sets,pov-scripts/cloud/iacs/tc-iacs-02.md,"TBD — confirm tenant state, agent version, Broker VM config",Cloud-Native,MOAT,Cortex Cloud,,Medium,1–4hr,Active
Cloud,TC-SCA-01,UC-SCA,UCS-SCA-01,Software Composition Analysis,Source Code Vulnerabilities,"Validate Dependency Vulnerability Detection — Known CVEs detected in direct and transitive dependencies across npm, pip, Maven, Go, NuGet","Builds a project carrying known-vulnerable npm, pip, Maven, Go and NuGet packages and confirms CVEs are surfaced in transitive as well as direct dependencies, with the dependency tree resolving the shortest upgrade path and naming the specific patched version a developer should pin.",Dependency Vulnerability Detection,"Known CVEs detected in direct and transitive dependencies across npm, pip, Maven, Go, NuGet; dependency tree analysis identifies shortest fix path; fix recommendations reference specific patched versions",MTTD,Qualitative pass,Inspect Cortex Cloud dashboard / query /api endpoint for dependency vulnerability detection; compare to expected baseline,Cortex Cloud Runtime Alerts + /api/v1/alerts,"Deploy workloads with known CVEs (e.g., Log4Shell container, unpatched RDS); seed vulnerability intel","Known CVEs detected in direct and transitive dependencies across npm, pip, Maven, Go, NuGet",pov-scripts/cloud/sca/tc-sca-01.md,"TBD — confirm tenant state, agent version, Broker VM config",Table Stakes,LEAD,Cortex Cloud,,Medium,1–4hr,Active
Cloud,TC-SCA-02,UC-SCA,UCS-SCA-02,Software Composition Analysis,Vulnerability Prioritization,"Validate Vulnerability Prioritization — Vulnerabilities prioritized by exploitability (EPSS), fix availability, runtime reachability, and deployment context","Takes the raw CVE backlog and applies EPSS, fix availability and deployment context, then runs reachability analysis to prove which vulnerable functions are actually invoked at runtime — collapsing a thousand-item list to the handful genuinely exploitable, which CVSS-ordered scanners structurally cannot do.",Vulnerability Prioritization,"Vulnerabilities prioritized by exploitability (EPSS), fix availability, runtime reachability, and deployment context; reachability analysis confirms whether vulnerable code path is actually executed in application",MTTD,Qualitative pass,Inspect Cortex Cloud dashboard / query /api endpoint for vulnerability prioritization; compare to expected baseline,Cortex Cloud Posture Dashboard + REST API,"Deploy workloads with known CVEs (e.g., Log4Shell container, unpatched RDS); seed vulnerability intel","Vulnerabilities prioritized by exploitability (EPSS), fix availability, runtime reachability, and deployment context",pov-scripts/cloud/sca/tc-sca-02.md,"TBD — confirm tenant state, agent version, Broker VM config",Table Stakes,LEAD,Cortex Cloud,,Medium,1–4hr,Active
Cloud,TC-SCA-03,UC-SCA,UCS-SCA-03,Software Composition Analysis,SBOM,Validate SBOM Generation & Export — SBOM generated with complete direct + transitive dependency tree,"Generates an SBOM for a representative application and validates the direct-plus-transitive tree exports cleanly as both SPDX 2.3 and CycloneDX 1.4+, with license classification attached, so the same artifact satisfies a customer supply-chain attestation request and a legal compliance review without a second toolchain.",SBOM Generation & Export,SBOM generated with complete direct + transitive dependency tree; export in SPDX 2.3 and CycloneDX 1.4+ formats; SBOM includes license classification for legal compliance review,Compliance Score,Qualitative pass,Inspect Cortex Cloud dashboard / query /api endpoint for sbom generation & export; compare to expected baseline,Cortex Cloud Posture Dashboard + REST API,Deploy test fixture representing SBOM,SBOM generated with complete direct + transitive dependency tree,pov-scripts/cloud/sca/tc-sca-03.md,"TBD — confirm tenant state, agent version, Broker VM config",Table Stakes,LEAD,Cortex Cloud,,Medium,1–4hr,Active
Cloud,TC-SSCAN-01,UC-SSCAN,UCS-SSCAN-03,Secrets Security,Secrets Detection,"Validate Secret Detection Accuracy — Planted secrets detected in code, configuration, and IaC files with accurate type classification","Plants known credential types across source, config and IaC files alongside deliberate decoys — test fixtures, documentation examples — and scores detection on type-classification accuracy and false-positive suppression, including a custom pattern for an organization-specific token format the vendor has never seen.",Secret Detection Accuracy,"Planted secrets detected in code, configuration, and IaC files with accurate type classification; custom secret patterns (organization-specific token formats) supported; context analysis reduces false positives (test values, examples)",Detection Accuracy,Qualitative pass,Inspect Cortex Cloud dashboard / query /api endpoint for secret detection accuracy; compare to expected baseline,Cortex Cloud Runtime Alerts + /api/v1/alerts,"Execute container/K8s attack (shell spawn, crypto-miner, reverse shell) via attack simulation (e.g., Stratus)","Planted secrets detected in code, configuration, and IaC files with accurate type classification",pov-scripts/cloud/sscan/tc-sscan-01.md,"TBD — confirm tenant state, agent version, Broker VM config",Table Stakes,MOAT,Cortex Cloud,,Medium,1–4hr,Active
Cloud,TC-SSCAN-02,UC-SSCAN,UCS-SSCAN-01,Secrets Security,AppSec Rules,"Validate Secret Detection Rule Coverage — Detection covers 100+ secret types (cloud provider keys, SaaS tokens, private keys, database credentials)","Runs the detection rule set against a known-positive corpus spanning cloud provider keys, SaaS tokens, private keys and database credentials to measure rule coverage empirically, then adds a bespoke regex policy and confirms it fires — proving breadth is a floor, not a ceiling.",Secret Detection Rule Coverage,"Detection covers 100+ secret types (cloud provider keys, SaaS tokens, private keys, database credentials); custom regex patterns for organization-specific secrets; rule accuracy validated against known-positive test dataset",Coverage %,Qualitative pass,Inspect Cortex Cloud dashboard / query /api endpoint for secret detection rule coverage; compare to expected baseline,Cortex Cloud Runtime Alerts + /api/v1/alerts,"Execute container/K8s attack (shell spawn, crypto-miner, reverse shell) via attack simulation (e.g., Stratus)","Detection covers 100+ secret types (cloud provider keys, SaaS tokens, private keys, database credentials)",pov-scripts/cloud/sscan/tc-sscan-02.md,"TBD — confirm tenant state, agent version, Broker VM config",Table Stakes,MOAT,Cortex Cloud,,Medium,1–4hr,Active
Cloud,TC-SSCAN-03,UC-SSCAN,UCS-SSCAN-04,Secrets Security,Secrets Prioritization,"Validate Secret Prioritization & Triage — Secrets prioritized by: exposure scope (public repo vs. private), validity (active vs. rotated), sensitivity (production vs…","Triages a mixed pool of detected secrets by live-validating each credential and scoring exposure scope and blast radius, so an active production cloud key in a public repo outranks a rotated dev token, and confirms bulk triage actions clear the noise without hand-processing every finding.",Secret Prioritization & Triage,"Secrets prioritized by: exposure scope (public repo vs. private), validity (active vs. rotated), sensitivity (production vs. development); triage workflow supports bulk operations for efficient remediation",Triage Automation Rate,Qualitative pass,Inspect Cortex Cloud dashboard / query /api endpoint for secret prioritization & triage; compare to expected baseline,Cortex Cloud Posture Dashboard + REST API,"Commit hardcoded AWS keys, API tokens, and DB passwords to test repo (in feature branch + main)","Secrets prioritized by: exposure scope (public repo vs. private), validity (active vs. rotated), sensitivity (production vs. development)",pov-scripts/cloud/sscan/tc-sscan-03.md,"TBD — confirm tenant state, agent version, Broker VM config",Table Stakes,MOAT,Cortex Cloud,,Medium,1–4hr,Active
Cloud,TC-SSCAN-04,UC-SSCAN,UCS-SSCAN-05,Secrets Security,Git History Scan,Validate Git History Secret Scanning — Full git history scanned for secrets (not just current HEAD),"Commits a credential, removes it in a later commit, then scans the full git object history and confirms the secret is still recovered with its commit SHA, author and timeline — the incident-response evidence that proves deleting a line of code never revoked the key an attacker already cloned.",Git History Secret Scanning,"Full git history scanned for secrets (not just current HEAD); previously committed + removed secrets detected; historical findings show commit SHA, author, and timeline for incident response",MTTD,Qualitative pass,Inspect Cortex Cloud dashboard / query /api endpoint for git history secret scanning; compare to expected baseline,Cortex Cloud Posture Dashboard + REST API,"Commit hardcoded AWS keys, API tokens, and DB passwords to test repo (in feature branch + main)",Full git history scanned for secrets (not just current HEAD),pov-scripts/cloud/sscan/tc-sscan-04.md,"TBD — confirm tenant state, agent version, Broker VM config",Table Stakes,MOAT,Cortex Cloud,,Medium,1–4hr,Active
Cloud,TC-SSCAN-05,UC-SSCAN,UCS-SSCAN-02,Secrets Security,Remediation,Validate Secret Remediation Workflow — Auto-rotation supported for select secret types (AWS keys via IAM API),"Triggers the remediation path on a leaked AWS key: auto-rotation via the IAM API, a fix PR swapping the hardcoded literal for a secrets-manager reference, and a post-remediation check confirming the old credential no longer authenticates — closing the loop that detection alone leaves open.",Secret Remediation Workflow,Auto-rotation supported for select secret types (AWS keys via IAM API); fix PRs replace hardcoded secrets with vault/secrets-manager references; post-remediation verification confirms secret no longer accessible,Remediation Success Rate,Qualitative pass,Inspect Cortex Cloud dashboard / query /api endpoint for secret remediation workflow; compare to expected baseline,Cortex Cloud Posture Dashboard + REST API,"Commit hardcoded AWS keys, API tokens, and DB passwords to test repo (in feature branch + main)",Auto-rotation supported for select secret types (AWS keys via IAM API),pov-scripts/cloud/sscan/tc-sscan-05.md,"TBD — confirm tenant state, agent version, Broker VM config",Table Stakes,MOAT,Cortex Cloud,,Medium,1–4hr,Active
Cloud,TC-ASER-01,UC-ASER,UCS-ASER-02,Application Security Enterprise Readiness,Asset Inventory,"Validate AppDev Asset Inventory — Centralized inventory of all AppDev resources: VCS repos, CI/CD pipelines, container registries, artifact repositories","Connects GitHub, GitLab, Jenkins and ECR and lets the platform auto-discover the AppDev estate — repos, pipelines, registries, artifact stores — then compares that inventory against what the customer believed it owned, exposing the unscanned repos and orphaned pipelines that a tool-per-stage AppSec stack leaves uncounted.",AppDev Asset Inventory,"Centralized inventory of all AppDev resources: VCS repos, CI/CD pipelines, container registries, artifact repositories; inventory auto-discovered from connected platforms (GitHub, GitLab, Jenkins, ECR)",Asset Discovery Coverage,Qualitative pass,Inspect Cortex Cloud dashboard / query /api endpoint for appdev asset inventory; compare to expected baseline,Cortex Cloud Inventory (/api/v1/inventory),"Provision 50+ net-new assets via Terraform across AWS/Azure/GCP (compute, storage, network, IAM)","Centralized inventory of all AppDev resources: VCS repos, CI/CD pipelines, container registries, artifact repositories",pov-scripts/cloud/aser/tc-aser-01.md,"TBD — confirm tenant state, agent version, Broker VM config",Cloud-Native,MOAT,Cortex Cloud,,Low,<1hr,Active
Cloud,TC-ASER-02,UC-ASER,UCS-ASER-03,Application Security Enterprise Readiness,Supply Chain Tools,Demonstrate Supply Chain Integration — CI/CD supply chain tools integrated with security scanning at each stage (commit → build → deploy),"Wires security scanning into the supply chain at commit, build and deploy, configures the gate to warn in dev and block in prod, and then deliberately breaks an integration to confirm the platform alerts on its own scanning health rather than silently reporting a clean pipeline.",Supply Chain Integration,"CI/CD supply chain tools integrated with security scanning at each stage (commit → build → deploy); security gates enforced per environment (warn in dev, block in prod); integration health monitored and alerted",MTTD,Qualitative pass,Inspect Cortex Cloud dashboard / query /api endpoint for supply chain integration; compare to expected baseline,Cortex Cloud Posture Dashboard + REST API,Deploy SageMaker endpoint + Bedrock invocation + Lambda→OpenAI + shadow GPU VM with custom LLM,CI/CD supply chain tools integrated with security scanning at each stage (commit → build → deploy),pov-scripts/cloud/aser/tc-aser-02.md,"TBD — confirm tenant state, agent version, Broker VM config",Cloud-Native,MOAT,Cortex Cloud,,High,1 day,Active
Cloud,TC-ASER-03,UC-ASER,UCS-ASER-04,Application Security Enterprise Readiness,Application Security Policies,"Validate Application Security Policy Management — AppSec policies define scanning requirements, severity thresholds, and enforcement actions per environment","Defines AppSec policy centrally — scan requirements, severity thresholds, enforcement action per environment — grants one team a scoped override, and confirms compliance is measured and reported against the policy, proving governance holds across SAST, SCA, secrets and IaC from one control plane rather than four consoles.",Application Security Policy Management,"AppSec policies define scanning requirements, severity thresholds, and enforcement actions per environment; policies managed centrally with per-team override capability; policy compliance tracked and reported",Compliance Score,Qualitative pass,Inspect Cortex Cloud dashboard / query /api endpoint for application security policy management; compare to expected baseline,Cortex Cloud Policies + Alerts view,"Deploy test fixtures with intentional misconfigurations (open SGs, public buckets, over-permissive IAM)","AppSec policies define scanning requirements, severity thresholds, and enforcement actions per environment",pov-scripts/cloud/aser/tc-aser-03.md,"TBD — confirm tenant state, agent version, Broker VM config",Table Stakes,MOAT,Cortex Cloud,,Medium,1–4hr,Active
Cloud,TC-ASER-04,UC-ASER,UCS-ASER-05,Application Security Enterprise Readiness,Application Security Rules,"Validate the mapping of security rules to CI/CD compliance frameworks (CIS github, CIS gitlab and the OWASP top 10 CI/CD) using out-of-the-box rules.","Confirms the out-of-the-box rule library maps cleanly onto CIS GitHub, CIS GitLab and OWASP CI/CD Top 10 controls, and that organization-specific rules layer on top with versioning and staged rollout — governing pipeline security from one rule plane rather than per-tool configuration files.",Application Security Rule Configuration,Custom security rules created for organization-specific coding standards and compliance requirements; rules evaluate correctly against test codebase; rule management supports versioning and staged rollout,Compliance Score,Qualitative pass,Inspect Cortex Cloud dashboard / query /api endpoint for application security rule configuration; compare to expected baseline,Cortex Cloud Posture Dashboard + REST API,Deploy test fixture representing Application Security Rules,Custom security rules created for organization-specific coding standards and compliance requirements,pov-scripts/cloud/aser/tc-aser-04.md,"TBD — confirm tenant state, agent version, Broker VM config",Table Stakes,MOAT,Cortex Cloud,,Medium,1–4hr,Active
Cloud,TC-ASER-05,UC-ASER,UCS-ASER-01,Application Security Enterprise Readiness,Reports and Dashboards,"Validate AppSec Reporting & Metrics — AppSec dashboard shows aggregate finding trends, MTTR for security findings, and developer engagement metrics","Builds leadership-facing reports spanning IaC, SCA and SAST findings from a single dataset — finding trends, MTTR on security defects, developer engagement — so AppSec program maturity can be argued with evidence rather than stitched together from three vendors' CSV exports.",AppSec Reporting & Metrics,"AppSec dashboard shows aggregate finding trends, MTTR for security findings, and developer engagement metrics; custom reports generated for security and engineering leadership; data supports AppSec program maturity measurement",MTTR,Qualitative pass,Inspect Cortex Cloud dashboard / query /api endpoint for appsec reporting & metrics; compare to expected baseline,Cortex Cloud Posture Dashboard + REST API,Deploy test fixture representing Reports and Dashboards,"AppSec dashboard shows aggregate finding trends, MTTR for security findings, and developer engagement metrics",pov-scripts/cloud/aser/tc-aser-05.md,"TBD — confirm tenant state, agent version, Broker VM config",Cloud-Native,MOAT,Cortex Cloud,,Low,<1hr,Active
Cloud,TC-ASER-06,UC-ASER,UCS-ASER-06,Application Security Enterprise Readiness,Backlog Baseline,Validate Security Backlog Baseline — Initial security backlog established across all onboarded applications,"Establishes the day-one backlog across onboarded applications with every existing finding stamped with age, severity and owner, then tracks burndown against new-finding arrival rate — the metric that separates inherited technical debt from regression and lets the AppSec program show velocity instead of a rising total.",Security Backlog Baseline,"Initial security backlog established across all onboarded applications; backlog includes all existing findings with age, severity, and ownership; burndown tracking measures remediation velocity against new finding rate",Remediation Success Rate,Qualitative pass,Inspect Cortex Cloud dashboard / query /api endpoint for security backlog baseline; compare to expected baseline,Cortex Cloud Posture Dashboard + REST API,Deploy test fixture representing Backlog Baseline,Initial security backlog established across all onboarded applications,pov-scripts/cloud/aser/tc-aser-06.md,"TBD — confirm tenant state, agent version, Broker VM config",Table Stakes,MOAT,Cortex Cloud,,Medium,1–4hr,Active
Cloud,TC-DEVX-01,UC-DEVX,UCS-DEVX-01,Secure Developer Experience (CICD Security_,Native Integrations,Demonstrate Native IDE & VCS Integration — repository onboarding requires <5 min per org,"Onboards a GitHub, GitLab and Bitbucket org via native app and webhook and clocks the elapsed time against the 5-minute-per-org bar, then confirms push and PR events trigger scanning automatically with no change to how developers already work — adoption friction measured, not asserted.",Native IDE & VCS Integration,"Cortex Cloud integrates with GitHub, GitLab, Bitbucket via native apps/webhooks; repository onboarding requires <5 min per org; scanning triggers automatically on push/PR events without developer workflow changes",Automation Rate,<5 min,Inspect Cortex Cloud dashboard / query /api endpoint for native ide & vcs integration; compare to expected baseline,Cortex Cloud Posture Dashboard + REST API,Deploy test fixture representing Native Integrations,"Cortex Cloud integrates with GitHub, GitLab, Bitbucket via native apps/webhooks",pov-scripts/cloud/devx/tc-devx-01.md,"TBD — confirm tenant state, agent version, Broker VM config",Table Stakes,LEAD,Cortex Cloud,,High,1 day,Active
Cloud,TC-DEVX-02,UC-DEVX,UCS-DEVX-02,Secure Developer Experience (CICD Security_,IDE,Demonstrate IDE Plugin Integration — VS Code / JetBrains plugin surfaces findings in developer context with real-time feedback,"Installs the VS Code and JetBrains plugin, introduces an IaC misconfiguration, a vulnerable dependency and a hardcoded secret, and confirms all three surface inline on file save with severity and fix guidance — shifting the first detection to the keystroke, before a commit ever exists to gate.",IDE Plugin Integration,VS Code / JetBrains plugin surfaces findings in developer context with real-time feedback; findings show inline in editor with severity and fix guidance; scan runs on file save without workflow disruption,MTTD,Qualitative pass,Inspect Cortex Cloud dashboard / query /api endpoint for ide plugin integration; compare to expected baseline,Cortex Cloud Posture Dashboard + REST API,Deploy test fixture representing IDE,VS Code / JetBrains plugin surfaces findings in developer context with real-time feedback,pov-scripts/cloud/devx/tc-devx-02.md,"TBD — confirm tenant state, agent version, Broker VM config",Cloud-Native,LEAD,Cortex Cloud,,High,1 day,Active
Cloud,TC-DEVX-03,UC-DEVX,UCS-DEVX-03,Secure Developer Experience (CICD Security_,Branch Scans,Validate Branch Scan Coverage — Feature branches scanned automatically on creation/update,"Scans feature branches automatically on push and diffs findings against main so the developer sees only what their change introduced, then confirms branch protection can gate the merge on that result — pushing security feedback pre-merge instead of post-deployment.",Branch Scan Coverage,Feature branches scanned automatically on creation/update; branch findings compared against main branch (delta only shown to developer); branch protection rules integrate with Cortex Cloud scan results,Coverage %,Qualitative pass,Inspect Cortex Cloud dashboard / query /api endpoint for branch scan coverage; compare to expected baseline,Cortex Cloud Posture Dashboard + REST API,Deploy test fixture representing Branch Scans,Feature branches scanned automatically on creation/update,pov-scripts/cloud/devx/tc-devx-03.md,"TBD — confirm tenant state, agent version, Broker VM config",Table Stakes,LEAD,Cortex Cloud,,Medium,1–4hr,Active
Cloud,TC-DEVX-04,UC-DEVX,UCS-DEVX-04,Secure Developer Experience (CICD Security_,Pull Requests (PR),Validate Pull Request Security Checks — PR security checks run automatically with configurable pass/fail criteria,"Opens a PR carrying a policy-violating change and confirms the security check runs automatically, posts findings as inline review comments at the offending lines, and reports a failing status that branch protection honours — turning merge blocking into a native code-review event rather than an out-of-band security queue.",Pull Request Security Checks,PR security checks run automatically with configurable pass/fail criteria; findings appear as inline PR comments with fix guidance; check results integrate with branch protection (blocking merge on failure),Automation Rate,Qualitative pass,Inspect Cortex Cloud dashboard / query /api endpoint for pull request security checks; compare to expected baseline,Cortex Cloud Posture Dashboard + REST API,Deploy test fixture representing Pull Requests (PR),PR security checks run automatically with configurable pass/fail criteria,pov-scripts/cloud/devx/tc-devx-04.md,"TBD — confirm tenant state, agent version, Broker VM config",Table Stakes,LEAD,Cortex Cloud,,Medium,1–4hr,Active
Cloud,TC-DEVX-05,UC-DEVX,UCS-DEVX-05,Secure Developer Experience (CICD Security_,CI Scans,"Demonstrate CI Pipeline Scan Integration — Scanning integrated into CI pipelines (GitHub Actions, Jenkins, GitLab CI) via native plugins","Adds the scanner to GitHub Actions, Jenkins and GitLab CI via native plugin, confirms results publish as pipeline artifacts, and tunes the fail condition by severity to demonstrate the build genuinely breaks on a Critical finding — the enforcement point that decides whether shift-left is policy or theatre.",CI Pipeline Scan Integration,"Scanning integrated into CI pipelines (GitHub Actions, Jenkins, GitLab CI) via native plugins; scan results published as pipeline artifacts; configurable fail conditions based on finding severity",MTTD,Qualitative pass,Inspect Cortex Cloud dashboard / query /api endpoint for ci pipeline scan integration; compare to expected baseline,Cortex Cloud Posture Dashboard + REST API,Deploy test fixture representing CI Scans,"Scanning integrated into CI pipelines (GitHub Actions, Jenkins, GitLab CI) via native plugins",pov-scripts/cloud/devx/tc-devx-05.md,"TBD — confirm tenant state, agent version, Broker VM config",Table Stakes,LEAD,Cortex Cloud,,High,1 day,Active
Cloud,TC-AGRP-01,UC-AGRP,UCS-AGRP-01,Cloud Application Lifecycle Management,Business application - Manually,Validate Manual Application Grouping — grouped application shows aggregate risk across all components,"Hand-assembles a business application from its code repos, cloud resources and CI/CD pipelines and confirms the group renders aggregate risk across all three layers, then edits membership to prove the association survives without losing finding history — the business-level risk unit that asset-list tooling cannot construct.",Manual Application Grouping,"Applications manually defined by selecting code repos, cloud resources, and CI/CD pipelines; grouped application shows aggregate risk across all components; group membership editable without data loss",MTTD,Qualitative pass,Inspect Cortex Cloud dashboard / query /api endpoint for manual application grouping; compare to expected baseline,Cortex Cloud Posture Dashboard + REST API,Deploy test fixture representing Business application - Manually,"Applications manually defined by selecting code repos, cloud resources, and CI/CD pipelines",pov-scripts/cloud/agrp/tc-agrp-01.md,"TBD — confirm tenant state, agent version, Broker VM config",Table Stakes,MOAT,Cortex Cloud,,Medium,1–4hr,Active
Cloud,TC-AGRP-02,UC-AGRP,UCS-AGRP-02,Cloud Application Lifecycle Management,Business application - Criteria,"Validate Criteria-Based Application Grouping — Applications auto-grouped based on defined criteria (tags, namespaces, naming conventions, CODEOWNERS)","Defines a dynamic membership rule from tags, Kubernetes namespaces, naming conventions and CODEOWNERS, validates that resources land in the correct application, then provisions a new matching resource and confirms it self-associates — so grouping keeps pace with a daily-changing estate instead of decaying into stale hand-curated lists.",Criteria-Based Application Grouping,"Applications auto-grouped based on defined criteria (tags, namespaces, naming conventions, CODEOWNERS); auto-grouping accurately associates resources to correct applications; new resources matching criteria auto-added",MTTD,Qualitative pass,Inspect Cortex Cloud dashboard / query /api endpoint for criteria-based application grouping; compare to expected baseline,Cortex Cloud Posture Dashboard + REST API,Deploy test fixture representing Business application - Criteria,"Applications auto-grouped based on defined criteria (tags, namespaces, naming conventions, CODEOWNERS)",pov-scripts/cloud/agrp/tc-agrp-02.md,"TBD — confirm tenant state, agent version, Broker VM config",Table Stakes,MOAT,Cortex Cloud,,Medium,1–4hr,Active
Cloud,TC-AGRP-03,UC-AGRP,UCS-AGRP-03,Cloud Application Lifecycle Management,Code-2-Cloud mapping,Demonstrate Code-to-Cloud Application Mapping — Code repository → container image → runtime deployment mapping automated,"Traces one commit through pipeline build, registry storage and running production workload and confirms the platform reconstructs the repo-to-image-to-deployment chain automatically, plus the inter-service dependency graph — the code-to-cloud lineage that lets a runtime alert name the developer who owns the fix.",Code-to-Cloud Application Mapping,Code repository → container image → runtime deployment mapping automated; mapping traces code commit through build to running workload; application dependency graph shows inter-service relationships,Automation Rate,Qualitative pass,Inspect Cortex Cloud dashboard / query /api endpoint for code-to-cloud application mapping; compare to expected baseline,Cortex Cloud Posture Dashboard + REST API,"Commit intentionally vulnerable code (SQLi, OSS with CVE) → build image → deploy to test namespace",Code repository → container image → runtime deployment mapping automated,pov-scripts/cloud/agrp/tc-agrp-03.md,"TBD — confirm tenant state, agent version, Broker VM config",Cloud-Native,MOAT,Cortex Cloud,,Medium,1–4hr,Active
