validation_class,tc_id,ucs_id,uc_id,use_case,scenario,test_case_title,tc_sheet,differentiation_tier,moat_classification,priority,detection_id,detection_type,target_dataset,pov_scenario_id,pov_scenario_payload,mitre_techniques,expected_signal,primary_kpi,threshold,detection_source,base_platform,required_addon,content_status,authoring_gap
DET,TC-XTI-03,UCS-XTI-02,UC-XTI,Extended Threat Intelligence (XTI),Intel-to-Enforcement Loop,Validate automated intel-to-EDL push blocks a live indicator at the NGFW,SecOps,MOAT,Ecosystem,P1,DET-XTI-02,IOC / Indicator Rule,panw_ngfw_traffic_raw · panw_ngfw_threat_raw,POV-SC-075,"Promote a controlled test domain to EDL, then generate an outbound connection to it",TBD,NGFW denies the connection; block event traces back to the promoting indicator,MTTR,<15 min,XSIAM Threat Intel + NGFW Traffic Logs (EDL enforcement),Cortex XSIAM,Extended Threat Intelligence (XTI) · Threat Intelligence Management,TO AUTHOR,NO MITRE MAPPING
DET,TC-XTI-04,UCS-XTI-02,UC-XTI,Extended Threat Intelligence (XTI),Intel-to-Enforcement Loop,Demonstrate enforcement rollback when an indicator is withdrawn or proves false-positive,SecOps,LEAD,Ecosystem,P2,DET-XTI-03,IOC / Indicator Rule,panw_ngfw_traffic_raw · panw_ngfw_threat_raw,POV-SC-076,Promote then withdraw a benign control domain,TBD,EDL entry retracted automatically; traffic restored with full audit trail,Automation Rate,100%,XSIAM Threat Intel + NGFW Traffic Logs,Cortex XSIAM,Extended Threat Intelligence (XTI) · Threat Intelligence Management,TO AUTHOR,NO MITRE MAPPING
HNT,TC-XTI-05,UCS-XTI-03,UC-XTI,Extended Threat Intelligence (XTI),Retrospective Hunting on New Intel,Validate retro-hunt automatically sweeps historical telemetry when new intel lands,SecOps,MOAT,Platform,P1,HNT-XTI-04,Saved XQL Hunt Query,xdr_data,POV-SC-077,"Plant a matching artifact in telemetry 30 days back, then ingest the corresponding indicator",TBD,Retro-hunt raises a case citing the historical activity with timeline reconstruction,Detection Accuracy,100% of seeded historical matches,XSIAM Threat Intel + Cortex XDL (historical telemetry),Cortex XSIAM,Extended Threat Intelligence (XTI) · Threat Intelligence Management,TO AUTHOR,NO MITRE MAPPING
PLT,TC-XTI-06,UCS-XTI-03,UC-XTI,Extended Threat Intelligence (XTI),Retrospective Hunting on New Intel,Demonstrate scheduled intel-driven hunts against long-retention data without re-ingest cost,SecOps,MOAT,Platform,P1,,Platform-state assertion (no detection content),,POV-SC-078,Schedule a hunt for a known indicator set across the full retention window,TBD,Hunt completes across the retention window with no additional ingestion charge,Coverage %,>=90% of retention window,Cortex XDL federated search + XTI indicators,Cortex XSIAM,Extended Threat Intelligence (XTI) · Threat Intelligence Management,"N/A — assertion, not detection",—
DET,TC-XTI-07,UCS-XTI-04,UC-XTI,Extended Threat Intelligence (XTI),Attribution & Campaign Enrichment in Case Flow,Validate automatic attribution and campaign context attaches to a live case,SecOps,MOAT,Ecosystem,P1,DET-XTI-05,Correlation Rule (XQL),xdr_data,POV-SC-079,Trigger activity matching a tracked Unit 42 actor profile,TBD,Case carries actor attribution and campaign lineage without analyst action,Triage Automation Rate,>=80%,XSIAM Incidents + XTI enrichment,Cortex XSIAM,Extended Threat Intelligence (XTI) · Threat Intelligence Management,TO AUTHOR,NO MITRE MAPPING
DET,TC-XTI-08,UCS-XTI-04,UC-XTI,Extended Threat Intelligence (XTI),Attribution & Campaign Enrichment in Case Flow,Demonstrate intel-driven detection tuning from investigation outcomes,SecOps,LEAD,AI-Native,P2,DET-XTI-06,Correlation Rule (XQL),xdr_data,POV-SC-080,Close a mixed set of TP/FP cases tied to specific indicators,TBD,Indicator confidence scores adjust from case outcomes; FP indicators demote,Detection Accuracy,>=85%,XSIAM Incidents + XTI indicator scoring,Cortex XSIAM,Extended Threat Intelligence (XTI) · Threat Intelligence Management,TO AUTHOR,NO MITRE MAPPING
POS,TC-XTI-09,UCS-XTI-05,UC-XTI,Extended Threat Intelligence (XTI),Intel-Driven Attack Surface Prioritization,Validate exposure prioritization re-ranks when intel shows active exploitation,SecOps,MOAT,Ecosystem,P1,,Posture policy assertion (no detection content),,POV-SC-081,"Seed an exposed asset with a CVE, then introduce active-exploitation intel for that CVE",TBD,Exposure re-ranks to top of queue with exploitation evidence cited,Cross-Source Correlation Rate,>=90%,Xpanse Asset Inventory + XTI exploitation intel,Cortex XSIAM,Extended Threat Intelligence (XTI) · Threat Intelligence Management,"N/A — assertion, not detection",—
DET,TC-XTI-10,UCS-XTI-06,UC-XTI,Extended Threat Intelligence (XTI),Community & ISAC Intel Exchange,Demonstrate bidirectional ISAC/community intel exchange with sanitization controls,SecOps,LEAD,Ecosystem,P2,DET-XTI-07,IOC / Indicator Rule,xdr_data,POV-SC-082,Derive indicators locally and publish to a test ISAC endpoint,TBD,Sanitized indicators published; no customer-identifying context in payload,Completeness %,100% sanitization,XSIAM Threat Intel export/import (STIX/TAXII),Cortex XSIAM,Extended Threat Intelligence (XTI) · Threat Intelligence Management,TO AUTHOR,NO MITRE MAPPING
AUT,TC-APB-01,UCS-APB-01,UC-APB,Autonomous Playbooks (AgentiX),The Autonomy Spectrum — Deterministic to Agentic,Validate an AI-embedded playbook adapts to an input the deterministic path cannot handle,SecOps,MOAT,AI-Native,P1,,Automation-outcome assertion (no detection content),,POV-SC-083,Submit incident variants deliberately outside the authored decision branches,TBD,AI node reasons over the novel input and completes; deterministic control escalates to human,Automation Rate,>=75% of long-tail variants,XSIAM Playbook execution logs + AgentiX agent traces,Cortex XSIAM,Extended Compute Units,"N/A — assertion, not detection",—
AUT,TC-APB-02,UCS-APB-01,UC-APB,Autonomous Playbooks (AgentiX),The Autonomy Spectrum — Deterministic to Agentic,Demonstrate graceful degradation from autonomous to human-in-the-loop on low confidence,SecOps,MOAT,AI-Native,P1,,Automation-outcome assertion (no detection content),,POV-SC-084,Submit ambiguous incidents engineered to produce low model confidence,TBD,Agent escalates with reasoning trace; zero autonomous actions on ambiguous input,Detection Accuracy,100% of low-confidence cases escalated,AgentiX agent traces + XSIAM case audit log,Cortex XSIAM,Extended Compute Units,"N/A — assertion, not detection",—
AUT,TC-APB-03,UCS-APB-02,UC-APB,Autonomous Playbooks (AgentiX),Natural-Language Playbook Authoring,Validate the Automation Engineer agent builds a working playbook from a natural-language prompt,SecOps,MOAT,AI-Native,P1,,Automation-outcome assertion (no detection content),,POV-SC-085,Submit 10 plain-language response-workflow descriptions of varying complexity,TBD,Generated playbooks execute correctly on first run without manual code correction,Automation Rate,>=70% first-pass execution,AgentiX Automation Engineer agent + playbook execution logs,Cortex XSIAM,Extended Compute Units,"N/A — assertion, not detection",—
AUT,TC-APB-04,UCS-APB-02,UC-APB,Autonomous Playbooks (AgentiX),Natural-Language Playbook Authoring,Demonstrate playbook maintenance — agent repairs a workflow broken by an API change,SecOps,LEAD,AI-Native,P2,,Automation-outcome assertion (no detection content),,POV-SC-086,Alter an integration response schema a live playbook depends on,TBD,"Agent detects failure, proposes repair, repaired playbook executes",MTTR,<1 hr to repaired playbook,AgentiX agent traces + playbook execution logs,Cortex XSIAM,Extended Compute Units,"N/A — assertion, not detection",—
PLT,TC-APB-05,UCS-APB-03,UC-APB,Autonomous Playbooks (AgentiX),Governed Autonomy — Guardrails & Approval Gates,Validate policy guardrails block an out-of-scope autonomous action,SecOps,MOAT,Platform,P1,,Platform-state assertion (no detection content),,POV-SC-087,Direct the agent toward actions on protected/critical assets outside its authorized scope,TBD,Guardrail refuses the action and routes to approval; audit log records the refusal,Automation Rate,100% of out-of-scope actions blocked,AgentiX governance policy engine + audit log,Cortex XSIAM,Extended Compute Units,"N/A — assertion, not detection",—
DET,TC-APB-06,UCS-APB-03,UC-APB,Autonomous Playbooks (AgentiX),Governed Autonomy — Guardrails & Approval Gates,Demonstrate full auditability — every autonomous action reconstructs to its reasoning and approver,SecOps,MOAT,Platform,P1,DET-APB-01,BIOC,xdr_data,POV-SC-088,"Execute a batch of agent actions across several incident types, then audit them",TBD,Complete decision trail available for every action including approver identity,Completeness %,100% of actions reconstructable,AgentiX audit log + XSIAM case history,Cortex XSIAM,Extended Compute Units,TO AUTHOR,NO MITRE MAPPING
PLT,TC-APB-07,UCS-APB-04,UC-APB,Autonomous Playbooks (AgentiX),Autonomous Case Investigation,Validate the Case Investigation agent produces an analyst-grade case summary and next steps,SecOps,MOAT,AI-Native,P1,,Platform-state assertion (no detection content),,POV-SC-089,Submit a set of multi-artifact cases of varying complexity,TBD,"Case summary, evidence highlights and next-step recommendation matching analyst judgment",Triage Automation Rate,>=80% analyst agreement,AgentiX Case Investigation agent + XSIAM cases,Cortex XSIAM,Extended Compute Units,"N/A — assertion, not detection",—
PLT,TC-APB-08,UCS-APB-04,UC-APB,Autonomous Playbooks (AgentiX),Autonomous Case Investigation,Demonstrate end-to-end autonomous close of a routine incident class under approval gate,SecOps,MOAT,AI-Native,P1,,Platform-state assertion (no detection content),,POV-SC-090,"Feed a volume of a routine, well-understood incident class",TBD,Incidents close autonomously within SLA with a single approval touch,MTTR,>=50% reduction vs manual baseline,AgentiX agent traces + XSIAM case metrics,Cortex XSIAM,Extended Compute Units,"N/A — assertion, not detection",—
PLT,TC-APB-09,UCS-APB-05,UC-APB,Autonomous Playbooks (AgentiX),MCP-Native Tool Extensibility,Validate MCP-native integration of a customer tool with no prebuilt connector,SecOps,MOAT,Platform,P1,,Platform-state assertion (no detection content),,POV-SC-091,Stand up a customer-representative internal tool behind an MCP endpoint,TBD,Agent discovers and invokes the tool successfully mid-playbook,Coverage %,100% of targeted tools invocable,AgentiX MCP server registry + playbook execution logs,Cortex XSIAM,Extended Compute Units,"N/A — assertion, not detection",—
DET,TC-APB-10,UCS-APB-05,UC-APB,Autonomous Playbooks (AgentiX),MCP-Native Tool Extensibility,Demonstrate agent orchestration across SOC and IT tooling in one workflow,SecOps,LEAD,Ecosystem,P2,DET-APB-02,BIOC,xdr_data,POV-SC-092,Trigger a vulnerability requiring an IT-owned patch and change approval,TBD,Chain completes across security and IT with the security case closing on IT confirmation,Automation Rate,>=80% of chain steps automated,AgentiX + ITSM integration + XSIAM cases,Cortex XSIAM,Extended Compute Units,TO AUTHOR,NO MITRE MAPPING
POS,TC-PSER-01,UCS-PSER-01,UC-PSER,Posture Security Enterprise Readiness,Multi-Cloud Onboarding & Visibility — Ease of Deployment,"Validate Multi-Cloud Onboarding Verification — AWS, Azure, GCP accounts onboarded via Terraform/CloudFormation templates within 30 min",Cloud,LEAD,Cloud-Native,P2,,Posture policy assertion (no detection content),,POV-SC-093,Deploy test fixture representing Multi-Cloud Onboarding & Visibility — Ease of Deployment,TBD,"AWS, Azure, GCP accounts onboarded via Terraform/CloudFormation templates within 30 min",MTTD,within 30 min,Cortex Cloud Posture Dashboard + REST API,Cortex Cloud,Cloud Posture Security,"N/A — assertion, not detection",—
PLT,TC-PSER-02,UCS-PSER-02,UC-PSER,Posture Security Enterprise Readiness,Reports & Dashboards,Validate Dashboard & Reporting Accuracy — Executive dashboard reflects accurate posture score across all onboarded accounts,Cloud,LEAD,Table Stakes,P2,,Platform-state assertion (no detection content),,POV-SC-094,Deploy test fixture representing Reports & Dashboards,TBD,Executive dashboard reflects accurate posture score across all onboarded accounts,Compliance Score,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,Cortex Cloud,Cloud Posture Security,"N/A — assertion, not detection",NO MEASURABLE THRESHOLD
POS,TC-CSPM-01,UCS-CSPM-01,UC-CSPM,Cloud Security Posture Management (CSPM),Cloud Asset Inventory,"Validate Cloud Asset Discovery & Inventory — All cloud assets discovered across connected accounts with accurate metadata (region, tags, network, owner)",Cloud,LEAD,Table Stakes,P2,,Posture policy assertion (no detection content),,POV-SC-003,"Provision 50+ net-new assets via Terraform across AWS/Azure/GCP (compute, storage, network, IAM)",TBD,"All cloud assets discovered across connected accounts with accurate metadata (region, tags, network, owner)",Asset Discovery Coverage,within 15 min,Cortex Cloud Inventory (/api/v1/inventory),Cortex Cloud,Cloud Posture Security,"N/A — assertion, not detection",GENERIC SCENARIO (shared by 12 TCs) — needs purpose-built payload
POS,TC-CSPM-02,UCS-CSPM-02,UC-CSPM,Cloud Security Posture Management (CSPM),Cloud Security Policy Management,"Validate Security Policy Enforcement — OOTB policies (CIS, NIST, SOC2) evaluate correctly against target resources",Cloud,LEAD,Table Stakes,P2,,Posture policy assertion (no detection content),,POV-SC-007,"Deploy test fixtures with intentional misconfigurations (open SGs, public buckets, over-permissive IAM)",TBD,"OOTB policies (CIS, NIST, SOC2) evaluate correctly against target resources",Remediation Success Rate,Qualitative pass,Cortex Cloud Policies + Alerts view,Cortex Cloud,Cloud Posture Security,"N/A — assertion, not detection",NO MEASURABLE THRESHOLD
POS,TC-CSPM-03,UCS-CSPM-03,UC-CSPM,Cloud Security Posture Management (CSPM),Cases & Issues,Validate Issue Triage & Case Management — Security findings surface as prioritized Cases with accurate severity scoring,Cloud,LEAD,Table Stakes,P2,,Posture policy assertion (no detection content),,POV-SC-095,Deploy test fixture representing Cases & Issues,TBD,Security findings surface as prioritized Cases with accurate severity scoring,Triage Automation Rate,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,Cortex Cloud,Cloud Posture Security,"N/A — assertion, not detection",NO MEASURABLE THRESHOLD
POS,TC-CSPM-04,UCS-CSPM-04,UC-CSPM,Cloud Security Posture Management (CSPM),Posture Security Management,"Validate Posture Assessment & Management — Posture assessment covers all connected resources across CSPM, CWPP, CIEM, and DSPM modules",Cloud,LEAD,Table Stakes,P2,,Posture policy assertion (no detection content),,POV-SC-096,Deploy test fixture representing Posture Security Management,TBD,"Posture assessment covers all connected resources across CSPM, CWPP, CIEM, and DSPM modules",MTTD,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,Cortex Cloud,Cloud Posture Security,"N/A — assertion, not detection",NO MEASURABLE THRESHOLD
PLT,TC-CSPM-05,UCS-CSPM-05,UC-CSPM,Cloud Security Posture Management (CSPM),Agentless Scanning,Validate Agentless Scanning Coverage — vulnerability + compliance findings match agent-based baselines within 5% variance,Cloud,LEAD,Table Stakes,P2,,Platform-state assertion (no detection content),,POV-SC-097,Deploy test fixture representing Agentless Scanning,TBD,"Agentless scanning discovers workloads (VMs, containers, Lambda) without agent deployment",Asset Discovery Coverage,>95%,Cortex Cloud Posture Dashboard + REST API,Cortex Cloud,Cloud Posture Security,"N/A — assertion, not detection",—
DET,TC-CVM-01,UCS-CVM-01,UC-CVM,Vulnerability Management,Vulnerability Management,"Validate Workload Vulnerability Detection — Known CVEs detected across VMs, containers, and serverless with accurate CVSS scoring",Cloud,LEAD,Table Stakes,P2,DET-CVM-01,Cloud Runtime Policy (CDR),cloud_audit_logs · container_events,POV-SC-012,"Deploy workloads with known CVEs (e.g., Log4Shell container, unpatched RDS); seed vulnerability intel",TBD,"Known CVEs detected across VMs, containers, and serverless with accurate CVSS scoring",MTTD,Qualitative pass,XSIAM UI + XQL · Cortex Cloud Runtime Alerts + /api/v1/alerts,Cortex Cloud · Cortex XSIAM,Cloud Posture Security · Host Insights · Exposure Management,TO AUTHOR,NO MITRE MAPPING · NO MEASURABLE THRESHOLD
POS,TC-CVM-02,UCS-CVM-02,UC-CVM,Vulnerability Management,Vulnerability Intelligence,"Validate Vulnerability Intelligence Enrichment — Findings enriched with Unit 42 exploit intelligence, CISA KEV status, and EPSS score",Cloud,LEAD,Table Stakes,P2,,Posture policy assertion (no detection content),,POV-SC-012,"Deploy workloads with known CVEs (e.g., Log4Shell container, unpatched RDS); seed vulnerability intel",TBD,"Findings enriched with Unit 42 exploit intelligence, CISA KEV status, and EPSS score",Remediation Success Rate,Qualitative pass,XSIAM UI + XQL · Cortex Cloud Posture Dashboard + REST API,Cortex Cloud · Cortex XSIAM,Cloud Posture Security · Host Insights · Exposure Management,"N/A — assertion, not detection",NO MEASURABLE THRESHOLD
POS,TC-CVM-03,UCS-CVM-03,UC-CVM,Vulnerability Management,Internet Exposure Detection,Demonstrate Internet Exposure Correlation — Internet-facing vulnerable assets identified by correlating vulnerability findings with Xpanse external exposure data,Cloud,LEAD,Table Stakes,P2,,Posture policy assertion (no detection content),,POV-SC-035,Deploy test fixture representing Internet Exposure Detection,TBD,Internet-facing vulnerable assets identified by correlating vulnerability findings with Xpanse external exposure data,Cross-Source Correlation Rate,Qualitative pass,XSIAM UI + XQL · Cortex Cloud Posture Dashboard + REST API,Cortex Cloud · Cortex XSIAM,Cloud Posture Security · Host Insights · Exposure Management,"N/A — assertion, not detection",NO MEASURABLE THRESHOLD
POS,TC-CCMP-01,UCS-CCMP-01,UC-CCMP,Compliance,Schedule Compliance Reports,Validate Scheduled Compliance Reporting — Scheduled compliance reports generate on defined cadence (daily/weekly/monthly),Cloud,LEAD,Cloud-Native,P2,,Posture policy assertion (no detection content),,POV-SC-007,"Deploy test fixtures with intentional misconfigurations (open SGs, public buckets, over-permissive IAM)",TBD,Scheduled compliance reports generate on defined cadence (daily/weekly/monthly),Compliance Score,Qualitative pass,Cortex Cloud Policies + Alerts view,Cortex Cloud,Cloud Posture Security,"N/A — assertion, not detection",NO MEASURABLE THRESHOLD
PLT,TC-CCMP-02,UCS-CCMP-02,UC-CCMP,Compliance,Compliance Dashboard,Validate Compliance Dashboard Accuracy — Dashboard reflects accurate control coverage per standard,Cloud,LEAD,Table Stakes,P2,,Platform-state assertion (no detection content),,POV-SC-007,"Deploy test fixtures with intentional misconfigurations (open SGs, public buckets, over-permissive IAM)",TBD,Dashboard reflects accurate control coverage per standard,Coverage %,Qualitative pass,Cortex Cloud Policies + Alerts view,Cortex Cloud,Cloud Posture Security,"N/A — assertion, not detection",NO MEASURABLE THRESHOLD
PLT,TC-CCMP-03,UCS-CCMP-03,UC-CCMP,Compliance,OOTB Compliance Standards Catalog,"Validate OOTB Compliance Standards Coverage — All target standards (CIS, NIST 800-53, SOC2, PCI-DSS, HIPAA, GDPR) available with accurate control mappings",Cloud,LEAD,Table Stakes,P2,,Platform-state assertion (no detection content),,POV-SC-007,"Deploy test fixtures with intentional misconfigurations (open SGs, public buckets, over-permissive IAM)",TBD,"All target standards (CIS, NIST 800-53, SOC2, PCI-DSS, HIPAA, GDPR) available with accurate control mappings",Coverage %,Qualitative pass,Cortex Cloud Policies + Alerts view,Cortex Cloud,Cloud Posture Security,"N/A — assertion, not detection",NO MEASURABLE THRESHOLD
POS,TC-CCMP-04,UCS-CCMP-04,UC-CCMP,Compliance,Custom Compliance Standards,Validate Custom Compliance Framework — Custom compliance standards created with organization-specific controls,Cloud,LEAD,Table Stakes,P2,,Posture policy assertion (no detection content),,POV-SC-007,"Deploy test fixtures with intentional misconfigurations (open SGs, public buckets, over-permissive IAM)",TBD,Custom compliance standards created with organization-specific controls,Compliance Score,Qualitative pass,Cortex Cloud Policies + Alerts view,Cortex Cloud,Cloud Posture Security,"N/A — assertion, not detection",NO MEASURABLE THRESHOLD
POS,TC-CRPS-01,UCS-CRPS-01,UC-CRPS,Risk Prioritization & Scoring,Utilize Graph Search to visualize security findings,"Validate Graph Search Visualization — Graph Search returns accurate asset relationships, attack paths, and finding interconnections",Cloud,MOAT,Table Stakes,P1,,Posture policy assertion (no detection content),,POV-SC-098,Deploy test fixture representing Utilize Graph Search to visualize security findings,TBD,"Graph Search returns accurate asset relationships, attack paths, and finding interconnections",MTTD,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,Cortex Cloud,Cloud Posture Security,"N/A — assertion, not detection",NO MEASURABLE THRESHOLD
POS,TC-CRPS-02,UCS-CRPS-02,UC-CRPS,Risk Prioritization & Scoring,Risk Prioritization,"Validate Risk Scoring Model Validation — Risk scores combine multiple signals (exploit context, exposure, blast radius, data sensitivity)",Cloud,MOAT,Table Stakes,P1,,Posture policy assertion (no detection content),,POV-SC-099,Deploy test fixture representing Risk Prioritization,TBD,"Risk scores combine multiple signals (exploit context, exposure, blast radius, data sensitivity)",MTTD,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,Cortex Cloud,Cloud Posture Security,"N/A — assertion, not detection",NO MEASURABLE THRESHOLD
POS,TC-CRPS-03,UCS-CRPS-03,UC-CRPS,Risk Prioritization & Scoring,Asset Groups,"Validate Asset Group Risk Aggregation — Asset groups correctly segment resources by business unit, environment, or custom criteria",Cloud,MOAT,Table Stakes,P1,,Posture policy assertion (no detection content),,POV-SC-003,"Provision 50+ net-new assets via Terraform across AWS/Azure/GCP (compute, storage, network, IAM)",TBD,"Asset groups correctly segment resources by business unit, environment, or custom criteria",MTTD,Qualitative pass,Cortex Cloud Inventory (/api/v1/inventory),Cortex Cloud,Cloud Posture Security,"N/A — assertion, not detection",GENERIC SCENARIO (shared by 12 TCs) — needs purpose-built payload · NO MEASURABLE THRESHOLD
POS,TC-CRWA-01,UCS-CRWA-01,UC-CRWA,Cloud Remediation & Workflow Automation,Remediation Guidance,"Validate Remediation Guidance Accuracy — Remediation guidance includes cloud provider-specific CLI commands, IaC fixes (Terraform/CloudFormation), and console steps",Cloud,LEAD,Table Stakes,P2,,Posture policy assertion (no detection content),,POV-SC-100,Deploy test fixture representing Remediation Guidance,TBD,"Remediation guidance includes cloud provider-specific CLI commands, IaC fixes (Terraform/CloudFormation), and console steps",Detection Accuracy,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,Cortex Cloud · Cortex XSIAM,Cloud Posture Security · Extended Compute Units,"N/A — assertion, not detection",NO MEASURABLE THRESHOLD
POS,TC-CRWA-02,UCS-CRWA-02,UC-CRWA,Cloud Remediation & Workflow Automation,Playbooks & Automation,Validate Playbook Automation Execution — execution audit trail captures all actions,Cloud,LEAD,Table Stakes,P2,,Posture policy assertion (no detection content),,POV-SC-101,Deploy test fixture representing Playbooks & Automation,TBD,Remediation playbooks execute successfully for supported finding types,Automation Rate,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,Cortex Cloud · Cortex XSIAM,Cloud Posture Security · Extended Compute Units,"N/A — assertion, not detection",NO MEASURABLE THRESHOLD
POS,TC-CRWA-03,UCS-CRWA-03,UC-CRWA,Cloud Remediation & Workflow Automation,Scripted Remediation,Validate Scripted Remediation Execution — Custom remediation scripts execute correctly against target resources via Cortex Cloud automation,Cloud,LEAD,Table Stakes,P2,,Posture policy assertion (no detection content),,POV-SC-102,Deploy test fixture representing Scripted Remediation,TBD,Custom remediation scripts execute correctly against target resources via Cortex Cloud automation,Automation Rate,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,Cortex Cloud · Cortex XSIAM,Cloud Posture Security · Extended Compute Units,"N/A — assertion, not detection",NO MEASURABLE THRESHOLD
POS,TC-CRWA-04,UCS-CRWA-04,UC-CRWA,Cloud Remediation & Workflow Automation,Misconfigurations Autoremediation,Validate Auto-Remediation Reliability — Automated remediation resolves target misconfigurations without human intervention,Cloud,LEAD,Cloud-Native,P2,,Posture policy assertion (no detection content),,POV-SC-103,Deploy test fixture representing Misconfigurations Autoremediation,TBD,Automated remediation resolves target misconfigurations without human intervention,Automation Rate,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,Cortex Cloud · Cortex XSIAM,Cloud Posture Security · Extended Compute Units,"N/A — assertion, not detection",NO MEASURABLE THRESHOLD
POS,TC-CRWA-05,UCS-CRWA-05,UC-CRWA,Cloud Remediation & Workflow Automation,3rd Party Ticketing Integration,Demonstrate Ticketing Integration Sync — Bidirectional sync with Jira/ServiceNow creates tickets from findings with full context,Cloud,LEAD,Table Stakes,P2,,Posture policy assertion (no detection content),,POV-SC-104,Deploy test fixture representing 3rd Party Ticketing Integration,TBD,Bidirectional sync with Jira/ServiceNow creates tickets from findings with full context,Remediation Success Rate,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,Cortex Cloud · Cortex XSIAM,Cloud Posture Security · Extended Compute Units,"N/A — assertion, not detection",NO MEASURABLE THRESHOLD
PLT,TC-KSPM-01,UCS-KSPM-01,UC-KSPM,Kubernetes Security Posture Management (KSPM),Kubernetes Assets Ingestion,"Validate Kubernetes Asset Discovery — All cluster resources (pods, services, deployments, namespaces, RBAC) discovered with accurate metadata",Cloud,LEAD,Cloud-Native,P2,,Platform-state assertion (no detection content),,POV-SC-003,"Provision 50+ net-new assets via Terraform across AWS/Azure/GCP (compute, storage, network, IAM)",TBD,"All cluster resources (pods, services, deployments, namespaces, RBAC) discovered with accurate metadata",Asset Discovery Coverage,Qualitative pass,Cortex Cloud Inventory (/api/v1/inventory),Cortex Cloud,Cloud Posture Security,"N/A — assertion, not detection",GENERIC SCENARIO (shared by 12 TCs) — needs purpose-built payload · NO MEASURABLE THRESHOLD
PLT,TC-KSPM-02,UCS-KSPM-02,UC-KSPM,Kubernetes Security Posture Management (KSPM),KSPM Dashboard,Validate Kubernetes Dashboard & CIS Benchmarks — KSPM dashboard reflects accurate cluster posture against CIS Kubernetes Benchmark,Cloud,LEAD,Cloud-Native,P2,,Platform-state assertion (no detection content),,POV-SC-036,"Deploy test Kubernetes cluster with misconfigured RBAC, exposed dashboard, privileged pods",TBD,KSPM dashboard reflects accurate cluster posture against CIS Kubernetes Benchmark,Remediation Success Rate,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,Cortex Cloud,Cloud Posture Security,"N/A — assertion, not detection",NO MEASURABLE THRESHOLD
POS,TC-KSPM-03,UCS-KSPM-03,UC-KSPM,Kubernetes Security Posture Management (KSPM),Admission Controller,Validate Admission Controller Enforcement — Admission controller blocks non-compliant workloads at deploy time,Cloud,LEAD,Cloud-Native,P2,,Posture policy assertion (no detection content),,POV-SC-036,"Deploy test Kubernetes cluster with misconfigured RBAC, exposed dashboard, privileged pods",TBD,Admission controller blocks non-compliant workloads at deploy time,MTTD,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,Cortex Cloud,Cloud Posture Security,"N/A — assertion, not detection",NO MEASURABLE THRESHOLD
POS,TC-CIEM-01,UCS-CIEM-01,UC-CIEM,Cloud Infrastructure Entitlement Management (CIEM),Net-effective Permissions,"Validate Net-Effective Permission Analysis — Net-effective permissions calculated across IAM policies, resource policies, SCPs, and permission boundaries",Cloud,LEAD,Table Stakes,P2,,Posture policy assertion (no detection content),,POV-SC-015,Create test IAM roles with over-permissive policies; simulate privilege escalation path,TBD,"Net-effective permissions calculated across IAM policies, resource policies, SCPs, and permission boundaries",MTTD,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,Cortex Cloud,Cloud Posture Security,"N/A — assertion, not detection",NO MEASURABLE THRESHOLD
PLT,TC-CIEM-02,UCS-CIEM-02,UC-CIEM,Cloud Infrastructure Entitlement Management (CIEM),Identity Dashboard,"Validate Identity Risk Dashboard — Dashboard reflects accurate entitlement state across AWS, Azure, GCP",Cloud,LEAD,Table Stakes,P2,,Platform-state assertion (no detection content),,POV-SC-015,Create test IAM roles with over-permissive policies; simulate privilege escalation path,TBD,"Dashboard reflects accurate entitlement state across AWS, Azure, GCP",MTTD,Qualitative pass,Cortex Cloud Posture Dashboard + REST API,Cortex Cloud,Cloud Posture Security,"N/A — assertion, not detection",NO MEASURABLE THRESHOLD
DET,TC-CIEM-03,UCS-CIEM-03,UC-CIEM,Cloud Infrastructure Entitlement Management (CIEM),Privileged Permissions,"Validate Privileged Permission Detection — Privilege escalation paths identified (iam:PassRole, sts:AssumeRole chains)",Cloud,LEAD,Table Stakes,P2,DET-CIEM-01,Cloud Runtime Policy (CDR),cloud_audit_logs · container_events,POV-SC-002,"Execute container/K8s attack (shell spawn, crypto-miner, reverse shell) via attack simulation (e.g., Stratus)",TBD,"Privilege escalation paths identified (iam:PassRole, sts:AssumeRole chains)",MTTD,Qualitative pass,Cortex Cloud Runtime Alerts + /api/v1/alerts,Cortex Cloud,Cloud Posture Security,TO AUTHOR,GENERIC SCENARIO (shared by 14 TCs) — needs purpose-built payload · NO MITRE MAPPING · NO MEASURABLE THRESHOLD
